,m,r,1,2,3
0,0.0,0.0,0.239,0.24650000000000005,0.20850000000000002
1,0.0,1.0,0.23950000000000005,0.23650000000000004,0.23199999999999998
2,0.0,2.0,0.21299999999999997,0.20850000000000002,0.21850000000000003
3,0.0,3.0,0.22199999999999998,0.19499999999999995,0.21650000000000003
4,0.0,4.0,0.23750000000000004,0.254,0.246
5,0.0,5.0,0.22499999999999998,0.22299999999999998,0.2005
6,0.0,6.0,0.21950000000000003,0.257,0.22050000000000003
7,0.0,7.0,0.21650000000000003,0.1995,0.23350000000000004
8,0.0,8.0,0.22550000000000003,0.21499999999999997,0.21999999999999997
9,0.0,9.0,0.21999999999999997,0.239,0.21550000000000002
10,1.0,0.0,0.22250000000000003,0.27149999999999996,0.23550000000000004
11,1.0,1.0,0.20899999999999996,0.273,0.22099999999999997
12,1.0,2.0,0.20950000000000002,0.24350000000000005,0.21499999999999997
13,1.0,3.0,0.19799999999999995,0.26849999999999996,0.23950000000000005
14,1.0,4.0,0.21399999999999997,0.25249999999999995,0.23550000000000004
15,1.0,5.0,0.19299999999999995,0.258,0.22799999999999998
16,1.0,6.0,0.20699999999999996,0.26,0.238
17,1.0,7.0,0.20099999999999996,0.26249999999999996,0.23450000000000004
18,1.0,8.0,0.1955,0.28049999999999997,0.253
19,1.0,9.0,0.1985,0.258,0.23850000000000005
20,2.0,0.0,0.21399999999999997,0.27949999999999997,0.24050000000000005
21,2.0,1.0,0.21850000000000003,0.2875,0.26
22,2.0,2.0,0.20699999999999996,0.28049999999999997,0.254
23,2.0,3.0,0.2025,0.273,0.25749999999999995
24,2.0,4.0,0.22450000000000003,0.27849999999999997,0.249
25,2.0,5.0,0.22099999999999997,0.28300000000000003,0.256
26,2.0,6.0,0.22550000000000003,0.28300000000000003,0.271
27,2.0,7.0,0.20499999999999996,0.2965,0.261
28,2.0,8.0,0.20899999999999996,0.28800000000000003,0.26149999999999995
29,2.0,9.0,0.2005,0.2845,0.264
30,3.0,0.0,0.21850000000000003,0.27749999999999997,0.262
31,3.0,1.0,0.22099999999999997,0.25649999999999995,0.267
32,3.0,2.0,0.22499999999999998,0.2905,0.25249999999999995
33,3.0,3.0,0.21350000000000002,0.248,0.27049999999999996
34,3.0,4.0,0.21550000000000002,0.27549999999999997,0.26149999999999995
35,3.0,5.0,0.22399999999999998,0.26,0.246
36,3.0,6.0,0.22499999999999998,0.26449999999999996,0.25049999999999994
37,3.0,7.0,0.20650000000000002,0.28049999999999997,0.252
38,3.0,8.0,0.20850000000000002,0.263,0.242
39,3.0,9.0,0.22150000000000003,0.25449999999999995,0.253
40,4.0,0.0,0.21350000000000002,0.265,0.269
41,4.0,1.0,0.22550000000000003,0.26549999999999996,0.274
42,4.0,2.0,0.22150000000000003,0.264,0.27349999999999997
43,4.0,3.0,0.20899999999999996,0.27349999999999997,0.266
44,4.0,4.0,0.22950000000000004,0.277,0.271
45,4.0,5.0,0.21199999999999997,0.26649999999999996,0.28300000000000003
46,4.0,6.0,0.21550000000000002,0.2985,0.26849999999999996
47,4.0,7.0,0.21399999999999997,0.28400000000000003,0.29200000000000004
48,4.0,8.0,0.21399999999999997,0.25549999999999995,0.26549999999999996
49,4.0,9.0,0.21850000000000003,0.273,0.279
50,5.0,0.0,0.20799999999999996,0.3155,0.27649999999999997
51,5.0,1.0,0.20850000000000002,0.29000000000000004,0.27049999999999996
52,5.0,2.0,0.22499999999999998,0.31299999999999994,0.26549999999999996
53,5.0,3.0,0.20799999999999996,0.29900000000000004,0.254
54,5.0,4.0,0.19799999999999995,0.31999999999999995,0.26349999999999996
55,5.0,5.0,0.19999999999999996,0.29600000000000004,0.258
56,5.0,6.0,0.1945,0.3085,0.27749999999999997
57,5.0,7.0,0.21199999999999997,0.32199999999999995,0.27949999999999997
58,5.0,8.0,0.20750000000000002,0.2975,0.27249999999999996
59,5.0,9.0,0.22050000000000003,0.3085,0.2875
60,10.0,0.0,0.23099999999999998,0.3315,0.269
61,10.0,1.0,0.22799999999999998,0.347,0.281
62,10.0,2.0,0.20650000000000002,0.33899999999999997,0.276
63,10.0,3.0,0.20599999999999996,0.345,0.28600000000000003
64,10.0,4.0,0.21699999999999997,0.3055,0.273
65,10.0,5.0,0.21250000000000002,0.31200000000000006,0.26949999999999996
66,10.0,6.0,0.22550000000000003,0.33699999999999997,0.29600000000000004
67,10.0,7.0,0.21450000000000002,0.35450000000000004,0.29200000000000004
68,10.0,8.0,0.21850000000000003,0.32799999999999996,0.29500000000000004
69,10.0,9.0,0.20899999999999996,0.353,0.2845
70,20.0,0.0,0.22199999999999998,0.354,0.3055
71,20.0,1.0,0.23199999999999998,0.345,0.2985
72,20.0,2.0,0.22999999999999998,0.33399999999999996,0.2975
73,20.0,3.0,0.23550000000000004,0.3365,0.29900000000000004
74,20.0,4.0,0.23350000000000004,0.34450000000000003,0.29800000000000004
75,20.0,5.0,0.23299999999999998,0.32399999999999995,0.3135
76,20.0,6.0,0.23399999999999999,0.3295,0.29400000000000004
77,20.0,7.0,0.23399999999999999,0.357,0.3075
78,20.0,8.0,0.25,0.361,0.3135
79,20.0,9.0,0.22550000000000003,0.348,0.30900000000000005
80,30.0,0.0,0.23150000000000004,0.38749999999999996,0.30100000000000005
81,30.0,1.0,0.23299999999999998,0.36650000000000005,0.2915
82,30.0,2.0,0.22250000000000003,0.374,0.30100000000000005
83,30.0,3.0,0.23199999999999998,0.355,0.2985
84,30.0,4.0,0.23299999999999998,0.37050000000000005,0.28049999999999997
85,30.0,5.0,0.22450000000000003,0.36,0.28300000000000003
86,30.0,6.0,0.22999999999999998,0.38,0.2935
87,30.0,7.0,0.22899999999999998,0.396,0.2865
88,30.0,8.0,0.22899999999999998,0.37050000000000005,0.2945
89,30.0,9.0,0.23299999999999998,0.36350000000000005,0.28700000000000003
90,40.0,0.0,0.23250000000000004,0.392,0.3085
91,40.0,1.0,0.237,0.39049999999999996,0.2995
92,40.0,2.0,0.236,0.38949999999999996,0.3255
93,40.0,3.0,0.23250000000000004,0.404,0.32599999999999996
94,40.0,4.0,0.24650000000000005,0.388,0.3055
95,40.0,5.0,0.23950000000000005,0.405,0.3325
96,40.0,6.0,0.23750000000000004,0.381,0.2885
97,40.0,7.0,0.23550000000000004,0.38849999999999996,0.31699999999999995
98,40.0,8.0,0.22999999999999998,0.38949999999999996,0.31499999999999995
99,40.0,9.0,0.24850000000000005,0.40349999999999997,0.29700000000000004
