,m,r,2,3,4,5
0,0.0,0.0,0.22299999999999998,0.1785,0.2855,0.31200000000000006
1,0.0,1.0,0.21950000000000003,0.23299999999999998,0.246,0.27149999999999996
2,0.0,2.0,0.249,0.22550000000000003,0.2885,0.237
3,0.0,3.0,0.25449999999999995,0.251,0.29900000000000004,0.20099999999999996
4,0.0,4.0,0.2935,0.24050000000000005,0.254,0.20699999999999996
5,0.0,5.0,0.32499999999999996,0.22050000000000003,0.245,0.17600000000000005
6,0.0,6.0,0.28,0.3375,0.25649999999999995,0.22999999999999998
7,0.0,7.0,0.28900000000000003,0.265,0.20199999999999996,0.34550000000000003
8,0.0,8.0,0.274,0.22750000000000004,0.247,0.25149999999999995
9,0.0,9.0,0.21250000000000002,0.27549999999999997,0.28400000000000003,0.3125
10,1.0,0.0,0.21550000000000002,0.1975,0.21150000000000002,0.271
11,1.0,1.0,0.21050000000000002,0.236,0.25249999999999995,0.23150000000000004
12,1.0,2.0,0.24750000000000005,0.256,0.17149999999999999,0.22099999999999997
13,1.0,3.0,0.30400000000000005,0.29700000000000004,0.21950000000000003,0.21350000000000002
14,1.0,4.0,0.277,0.28600000000000003,0.22650000000000003,0.1835
15,1.0,5.0,0.24050000000000005,0.1985,0.3025,0.25649999999999995
16,1.0,6.0,0.24,0.1775,0.16649999999999998,0.32099999999999995
17,1.0,7.0,0.1745,0.21299999999999997,0.16400000000000003,0.19499999999999995
18,1.0,8.0,0.22999999999999998,0.2005,0.17049999999999998,0.17200000000000004
19,1.0,9.0,0.1885,0.26349999999999996,0.268,0.275
20,2.0,0.0,0.2025,0.17700000000000005,0.17900000000000005,0.20850000000000002
21,2.0,1.0,0.1765,0.1905,0.18000000000000005,0.15049999999999997
22,2.0,2.0,0.1925,0.18300000000000005,0.1755,0.22450000000000003
23,2.0,3.0,0.18999999999999995,0.20599999999999996,0.21450000000000002,0.269
24,2.0,4.0,0.19599999999999995,0.256,0.20999999999999996,0.18500000000000005
25,2.0,5.0,0.1815,0.17500000000000004,0.22150000000000003,0.1955
26,2.0,6.0,0.19299999999999995,0.16700000000000004,0.253,0.269
27,2.0,7.0,0.254,0.20699999999999996,0.15600000000000003,0.15900000000000003
28,2.0,8.0,0.17149999999999999,0.24450000000000005,0.15500000000000003,0.21750000000000003
29,2.0,9.0,0.19399999999999995,0.19099999999999995,0.21299999999999997,0.246
30,3.0,0.0,0.16700000000000004,0.16049999999999998,0.15200000000000002,0.24850000000000005
31,3.0,1.0,0.254,0.18400000000000005,0.20550000000000002,0.1985
32,3.0,2.0,0.22399999999999998,0.22399999999999998,0.18200000000000005,0.20899999999999996
33,3.0,3.0,0.21699999999999997,0.1735,0.18700000000000006,0.20450000000000002
34,3.0,4.0,0.1925,0.1905,0.15149999999999997,0.21050000000000002
35,3.0,5.0,0.20399999999999996,0.20899999999999996,0.1815,0.17600000000000005
36,3.0,6.0,0.1875,0.21899999999999997,0.1835,0.245
37,3.0,7.0,0.16000000000000003,0.18999999999999995,0.1895,0.22899999999999998
38,3.0,8.0,0.22299999999999998,0.15200000000000002,0.18999999999999995,0.14749999999999996
39,3.0,9.0,0.1755,0.1885,0.20550000000000002,0.15700000000000003
40,4.0,0.0,0.1765,0.16800000000000004,0.19799999999999995,0.16349999999999998
41,4.0,1.0,0.1985,0.15400000000000003,0.15149999999999997,0.22750000000000004
42,4.0,2.0,0.16200000000000003,0.139,0.18100000000000005,0.16649999999999998
43,4.0,3.0,0.16849999999999998,0.18100000000000005,0.21099999999999997,0.23399999999999999
44,4.0,4.0,0.2025,0.1875,0.1865,0.15900000000000003
45,4.0,5.0,0.16549999999999998,0.15949999999999998,0.22199999999999998,0.22699999999999998
46,4.0,6.0,0.20450000000000002,0.16100000000000003,0.18200000000000005,0.17000000000000004
47,4.0,7.0,0.16100000000000003,0.1905,0.21099999999999997,0.14549999999999996
48,4.0,8.0,0.15400000000000003,0.1845,0.16300000000000003,0.16449999999999998
49,4.0,9.0,0.17800000000000005,0.1795,0.22750000000000004,0.17600000000000005
50,5.0,0.0,0.1885,0.13749999999999996,0.20099999999999996,0.1725
51,5.0,1.0,0.2025,0.17049999999999998,0.19999999999999996,0.1785
52,5.0,2.0,0.1755,0.16000000000000003,0.18600000000000005,0.1985
53,5.0,3.0,0.21099999999999997,0.17049999999999998,0.1895,0.15549999999999997
54,5.0,4.0,0.22799999999999998,0.1815,0.20999999999999996,0.17049999999999998
55,5.0,5.0,0.1745,0.20799999999999996,0.1755,0.22550000000000003
56,5.0,6.0,0.1865,0.19699999999999995,0.17049999999999998,0.21799999999999997
57,5.0,7.0,0.139,0.18600000000000005,0.15800000000000003,0.16700000000000004
58,5.0,8.0,0.1805,0.18300000000000005,0.19799999999999995,0.1895
59,5.0,9.0,0.1855,0.20399999999999996,0.18799999999999994,0.15600000000000003
60,10.0,0.0,0.19899999999999995,0.14500000000000002,0.21699999999999997,0.14149999999999996
61,10.0,1.0,0.15900000000000003,0.236,0.16800000000000004,0.10450000000000004
62,10.0,2.0,0.14849999999999997,0.16849999999999998,0.20650000000000002,0.18999999999999995
63,10.0,3.0,0.16700000000000004,0.20599999999999996,0.16300000000000003,0.15649999999999997
64,10.0,4.0,0.15749999999999997,0.16700000000000004,0.17100000000000004,0.12849999999999995
65,10.0,5.0,0.16200000000000003,0.19999999999999996,0.1915,0.14500000000000002
66,10.0,6.0,0.16549999999999998,0.20199999999999996,0.16700000000000004,0.15849999999999997
67,10.0,7.0,0.1765,0.1805,0.15749999999999997,0.14700000000000002
68,10.0,8.0,0.14300000000000002,0.15549999999999997,0.20550000000000002,0.16649999999999998
69,10.0,9.0,0.136,0.1885,0.16749999999999998,0.125
70,20.0,0.0,0.14,0.16249999999999998,0.1745,0.14849999999999997
71,20.0,1.0,0.17200000000000004,0.14400000000000002,0.16949999999999998,0.136
72,20.0,2.0,0.14600000000000002,0.16400000000000003,0.14600000000000002,0.14400000000000002
73,20.0,3.0,0.14849999999999997,0.14600000000000002,0.14900000000000002,0.1785
74,20.0,4.0,0.1765,0.19299999999999995,0.15149999999999997,0.129
75,20.0,5.0,0.15549999999999997,0.16349999999999998,0.16200000000000003,0.14700000000000002
76,20.0,6.0,0.14700000000000002,0.17300000000000004,0.15549999999999997,0.15549999999999997
77,20.0,7.0,0.16400000000000003,0.16000000000000003,0.1965,0.13549999999999995
78,20.0,8.0,0.14749999999999996,0.15449999999999997,0.1785,0.138
79,20.0,9.0,0.14700000000000002,0.16449999999999998,0.1785,0.11499999999999999
80,30.0,0.0,0.12849999999999995,0.16249999999999998,0.18500000000000005,0.127
81,30.0,1.0,0.15600000000000003,0.15200000000000002,0.15200000000000002,0.14400000000000002
82,30.0,2.0,0.13249999999999995,0.18300000000000005,0.17300000000000004,0.11550000000000005
83,30.0,3.0,0.13249999999999995,0.14649999999999996,0.1855,0.13949999999999996
84,30.0,4.0,0.15500000000000003,0.14400000000000002,0.14500000000000002,0.15200000000000002
85,30.0,5.0,0.126,0.14649999999999996,0.17000000000000004,0.132
86,30.0,6.0,0.1725,0.13549999999999995,0.14449999999999996,0.12649999999999995
87,30.0,7.0,0.16649999999999998,0.14700000000000002,0.17049999999999998,0.16049999999999998
88,30.0,8.0,0.12549999999999994,0.1785,0.15400000000000003,0.14200000000000002
89,30.0,9.0,0.13449999999999995,0.1915,0.16400000000000003,0.14149999999999996
90,40.0,0.0,0.126,0.16249999999999998,0.14300000000000002,0.13249999999999995
91,40.0,1.0,0.1875,0.13349999999999995,0.1745,0.15149999999999997
92,40.0,2.0,0.121,0.16849999999999998,0.17400000000000004,0.134
93,40.0,3.0,0.12949999999999995,0.13049999999999995,0.14449999999999996,0.14849999999999997
94,40.0,4.0,0.16400000000000003,0.16100000000000003,0.14300000000000002,0.122
95,40.0,5.0,0.17400000000000004,0.15400000000000003,0.15400000000000003,0.1885
96,40.0,6.0,0.13749999999999996,0.15400000000000003,0.15849999999999997,0.15600000000000003
97,40.0,7.0,0.15900000000000003,0.14400000000000002,0.16300000000000003,0.14800000000000002
98,40.0,8.0,0.11350000000000005,0.14649999999999996,0.17500000000000004,0.123
99,40.0,9.0,0.14349999999999996,0.17149999999999999,0.14500000000000002,0.139
100,60.0,0.0,0.13649999999999995,0.15849999999999997,0.16049999999999998,0.11550000000000005
101,60.0,1.0,0.13,0.16849999999999998,0.13349999999999995,0.1725
102,60.0,2.0,0.15649999999999997,0.16649999999999998,0.17500000000000004,0.15700000000000003
103,60.0,3.0,0.127,0.15600000000000003,0.15749999999999997,0.15249999999999997
104,60.0,4.0,0.15949999999999998,0.14449999999999996,0.13449999999999995,0.10399999999999998
105,60.0,5.0,0.13749999999999996,0.1725,0.17049999999999998,0.10950000000000004
106,60.0,6.0,0.12649999999999995,0.16849999999999998,0.12849999999999995,0.13449999999999995
107,60.0,7.0,0.14500000000000002,0.137,0.16449999999999998,0.12849999999999995
108,60.0,8.0,0.10299999999999998,0.15300000000000002,0.15000000000000002,0.139
109,60.0,9.0,0.13249999999999995,0.1785,0.15949999999999998,0.16100000000000003
110,70.0,0.0,0.13349999999999995,0.16149999999999998,0.12150000000000005,0.15349999999999997
111,70.0,1.0,0.11599999999999999,0.131,0.15649999999999997,0.11850000000000005
112,70.0,2.0,0.14049999999999996,0.14449999999999996,0.14549999999999996,0.14400000000000002
113,70.0,3.0,0.12649999999999995,0.15700000000000003,0.138,0.10250000000000004
114,70.0,4.0,0.136,0.14,0.15749999999999997,0.10050000000000003
115,70.0,5.0,0.124,0.15100000000000002,0.16300000000000003,0.15349999999999997
116,70.0,6.0,0.10799999999999998,0.13,0.13649999999999995,0.13449999999999995
117,70.0,7.0,0.13549999999999995,0.16500000000000004,0.14600000000000002,0.122
118,70.0,8.0,0.14700000000000002,0.15149999999999997,0.15049999999999997,0.14949999999999997
119,70.0,9.0,0.10899999999999999,0.14700000000000002,0.14349999999999996,0.12250000000000005
120,80.0,0.0,0.15100000000000002,0.137,0.14500000000000002,0.122
121,80.0,1.0,0.119,0.15800000000000003,0.14849999999999997,0.12649999999999995
122,80.0,2.0,0.12949999999999995,0.12250000000000005,0.14549999999999996,0.12849999999999995
123,80.0,3.0,0.14349999999999996,0.14900000000000002,0.138,0.11099999999999999
124,80.0,4.0,0.133,0.137,0.14800000000000002,0.125
125,80.0,5.0,0.15049999999999997,0.1745,0.131,0.10399999999999998
126,80.0,6.0,0.12749999999999995,0.13049999999999995,0.135,0.09550000000000003
127,80.0,7.0,0.16449999999999998,0.13849999999999996,0.14500000000000002,0.12150000000000005
128,80.0,8.0,0.13449999999999995,0.18700000000000006,0.15000000000000002,0.127
129,80.0,9.0,0.14449999999999996,0.137,0.15600000000000003,0.13849999999999996
130,90.0,0.0,0.119,0.135,0.11399999999999999,0.11399999999999999
131,90.0,1.0,0.13749999999999996,0.15400000000000003,0.14849999999999997,0.12949999999999995
132,90.0,2.0,0.129,0.13249999999999995,0.15300000000000002,0.14500000000000002
133,90.0,3.0,0.12949999999999995,0.14500000000000002,0.13349999999999995,0.118
134,90.0,4.0,0.11450000000000005,0.16049999999999998,0.13349999999999995,0.10850000000000004
135,90.0,5.0,0.10399999999999998,0.15300000000000002,0.16300000000000003,0.10399999999999998
136,90.0,6.0,0.13,0.15749999999999997,0.15600000000000003,0.08750000000000002
137,90.0,7.0,0.12949999999999995,0.15300000000000002,0.14600000000000002,0.12649999999999995
138,90.0,8.0,0.12350000000000005,0.14300000000000002,0.13149999999999995,0.11650000000000005
139,90.0,9.0,0.124,0.14549999999999996,0.12350000000000005,0.127
